GEO_ID,Census_Tract,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),"Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Owner occupied (dollars)","Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Renter occupied (dollars)"
1400000US06037900705,"Census Tract 9007.05, Los Angeles County, California",48738,77404,36021
1400000US06037900804,"Census Tract 9008.04, Los Angeles County, California",39000,42727,37321
1400000US06037900805,"Census Tract 9008.05, Los Angeles County, California",66684,84444,33750
1400000US06037900806,"Census Tract 9008.06, Los Angeles County, California",21296,68005,20107
1400000US06037900807,"Census Tract 9008.07, Los Angeles County, California",62583,69093,-
1400000US06037900808,"Census Tract 9008.08, Los Angeles County, California",59318,73758,26389
1400000US06037900901,"Census Tract 9009.01, Los Angeles County, California",53910,110500,37400
1400000US06037900902,"Census Tract 9009.02, Los Angeles County, California",53083,61029,-
1400000US06037901003,"Census Tract 9010.03, Los Angeles County, California",-,-,-
1400000US06037901007,"Census Tract 9010.07, Los Angeles County, California",72262,86071,65568
1400000US06037901008,"Census Tract 9010.08, Los Angeles County, California",70795,71136,64167
1400000US06037901009,"Census Tract 9010.09, Los Angeles County, California",81021,91364,47986
1400000US06037901010,"Census Tract 9010.10, Los Angeles County, California",57378,85179,36418
1400000US06037901011,"Census Tract 9010.11, Los Angeles County, California",74871,91389,73157
1400000US06037901012,"Census Tract 9010.12, Los Angeles County, California",106724,108455,88667
1400000US06037901013,"Census Tract 9010.13, Los Angeles County, California",112188,128224,72188
1400000US06037901014,"Census Tract 9010.14, Los Angeles County, California",114007,112978,117059
1400000US06037901101,"Census Tract 9011.01, Los Angeles County, California",74500,89688,60208
1400000US06037901102,"Census Tract 9011.02, Los Angeles County, California",76675,100625,46511
1400000US06037901209,"Census Tract 9012.09, Los Angeles County, California",72500,75260,-
1400000US06037901210,"Census Tract 9012.10, Los Angeles County, California",74219,79837,44293
1400000US06037901214,"Census Tract 9012.14, Los Angeles County, California",90741,100167,62886
1400000US06037901215,"Census Tract 9012.15, Los Angeles County, California",44418,129519,23106
1400000US06037901216,"Census Tract 9012.16, Los Angeles County, California",94528,92639,-
1400000US06037901217,"Census Tract 9012.17, Los Angeles County, California",113750,120750,27955
1400000US06037901218,"Census Tract 9012.18, Los Angeles County, California",130199,130682,-
1400000US06037901300,"Census Tract 9013, Los Angeles County, California",47049,81250,23510
1400000US06037910002,"Census Tract 9100.02, Los Angeles County, California",53889,70385,39545
1400000US06037910210,"Census Tract 9102.10, Los Angeles County, California",111044,110441,134485
1400000US06037910211,"Census Tract 9102.11, Los Angeles County, California",174167,196458,162896
1400000US06037910212,"Census Tract 9102.12, Los Angeles County, California",97569,93393,-
1400000US06037910213,"Census Tract 9102.13, Los Angeles County, California",90682,68056,-
1400000US06037910214,"Census Tract 9102.14, Los Angeles County, California",96337,94932,130915
1400000US06037910215,"Census Tract 9102.15, Los Angeles County, California",78552,88664,45805
1400000US06037910216,"Census Tract 9102.16, Los Angeles County, California",121563,123571,96094
1400000US06037910217,"Census Tract 9102.17, Los Angeles County, California",96058,99797,-
1400000US06037910218,"Census Tract 9102.18, Los Angeles County, California",54469,65500,43403
1400000US06037910301,"Census Tract 9103.01, Los Angeles County, California",108269,107071,130197
1400000US06037910302,"Census Tract 9103.02, Los Angeles County, California",86375,86190,86786
1400000US06037910401,"Census Tract 9104.01, Los Angeles County, California",76522,89543,63717
1400000US06037910404,"Census Tract 9104.04, Los Angeles County, California",53598,52644,54219
1400000US06037910405,"Census Tract 9104.05, Los Angeles County, California",31827,58816,27370
1400000US06037910501,"Census Tract 9105.01, Los Angeles County, California",24914,-,24943
1400000US06037910502,"Census Tract 9105.02, Los Angeles County, California",40788,51500,36866
1400000US06037910504,"Census Tract 9105.04, Los Angeles County, California",51636,55320,42750
1400000US06037910505,"Census Tract 9105.05, Los Angeles County, California",64813,79688,37917
1400000US06037910601,"Census Tract 9106.01, Los Angeles County, California",49583,47117,66705
1400000US06037910602,"Census Tract 9106.02, Los Angeles County, California",41081,58919,33200
1400000US06037910605,"Census Tract 9106.05, Los Angeles County, California",48705,52151,37450
1400000US06037910606,"Census Tract 9106.06, Los Angeles County, California",47083,46477,53000
1400000US06037910607,"Census Tract 9106.07, Los Angeles County, California",40250,71864,28152
1400000US06037910608,"Census Tract 9106.08, Los Angeles County, California",57760,57865,57339
1400000US06037910706,"Census Tract 9107.06, Los Angeles County, California",66724,74186,36641
1400000US06037910707,"Census Tract 9107.07, Los Angeles County, California",57250,69417,41201
1400000US06037910709,"Census Tract 9107.09, Los Angeles County, California",98088,98824,72232
