GEO_ID,Census_Tract,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),"Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Owner occupied (dollars)","Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Renter occupied (dollars)"
1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",40704,-,40516
1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",39400,-,38600
1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",35313,-,35313
1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",42285,-,42477
1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",22961,-,23355
1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",29056,-,28852
1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",28088,-,28088
1400000US06037209105,"Census Tract 2091.05, Los Angeles County, California",28156,-,28156
1400000US06037209106,"Census Tract 2091.06, Los Angeles County, California",37067,-,36442
1400000US06037209201,"Census Tract 2092.01, Los Angeles County, California",83313,152857,81250
1400000US06037209202,"Census Tract 2092.02, Los Angeles County, California",36188,-,36188
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",30540,-,30682
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",30970,-,31118
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",37388,-,36808
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",22259,-,21989
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",32361,-,32574
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",35395,-,35197
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",32321,-,32711
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",36500,93250,33618
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",30703,-,27109
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",135612,195109,85403
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",65912,53125,66364
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",51484,-,51328
1400000US06037211123,"Census Tract 2111.23, Los Angeles County, California",64348,-,64348
1400000US06037211124,"Census Tract 2111.24, Los Angeles County, California",53055,80724,52533
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",52223,66750,51923
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",42389,-,42351
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",44545,-,43906
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",33247,-,33036
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",51921,-,51006
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",48333,138438,43465
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",61538,168421,49468
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",66563,-,85000
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",51299,102798,50696
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",39875,66776,36741
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",45120,-,45228
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",54922,-,53913
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",41843,-,41830
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",54675,69196,53750
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",37375,-,37645
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",48036,-,44951
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",50640,86190,47388
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",31864,-,31774
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",36920,32750,37562
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",32750,-,32750
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",33259,189464,32927
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",41328,-,41536
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",31197,-,31197
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",32557,-,32295
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",37466,142885,36858
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",45114,-,45273
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",45465,87742,44056
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",44797,-,43750
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",53900,-,53825
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",51920,155670,42445
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",45464,94750,44375
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",59196,127679,37417
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",86750,150231,59271
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",50053,109709,38278
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",43788,-,41280
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",42250,101510,33750
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",35829,-,36002
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",38147,56181,34471
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",52724,108140,43393
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",27127,-,26156
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",36333,-,36250
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",43603,58214,42574
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",146923,177361,98375
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",103901,163125,85281
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",83314,-,83140
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",95861,118611,95697
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",76131,-,76220
1400000US06037214504,"Census Tract 2145.04, Los Angeles County, California",67083,112944,64657
1400000US06037214505,"Census Tract 2145.05, Los Angeles County, California",63000,-,63000
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",113512,172500,102340
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",107692,156324,79375
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",100573,160441,72043
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",101399,121517,98486
1400000US06037214903,"Census Tract 2149.03, Los Angeles County, California",58750,133667,51367
1400000US06037214904,"Census Tract 2149.04, Los Angeles County, California",71036,"250,000+",58792
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",68148,-,65977
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",76221,-,75779
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",120526,124167,95833
1400000US06037216201,"Census Tract 2162.01, Los Angeles County, California",102254,150625,65446
1400000US06037216202,"Census Tract 2162.02, Los Angeles County, California",91281,110950,90688
1400000US06037216301,"Census Tract 2163.01, Los Angeles County, California",-,128375,-
1400000US06037216302,"Census Tract 2163.02, Los Angeles County, California",83417,126518,77014
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",86504,-,85743
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",79583,133194,78519
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",105455,139750,78194
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",111929,213333,86042
1400000US06037216901,"Census Tract 2169.01, Los Angeles County, California",84102,84277,-
1400000US06037216902,"Census Tract 2169.02, Los Angeles County, California",95337,194241,71287
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",105532,151336,62946
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",98265,154330,89297
1400000US06037217101,"Census Tract 2171.01, Los Angeles County, California",85294,123255,66875
1400000US06037217102,"Census Tract 2171.02, Los Angeles County, California",67212,144688,65536
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",60250,83333,42115
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",39335,117750,36445
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",33902,114167,24261
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",38207,96190,37042
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",73455,120341,58259
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",59149,85577,54754
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",67426,100625,65588
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",43156,93269,32270
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",61970,81389,49409
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",58000,71094,49967
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",41705,67024,35147
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",45880,90833,43625
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",44652,88284,39271
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",53088,86250,37813
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",59327,68482,42292
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",51941,73125,42850
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",76750,83243,-
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",55214,65985,36250
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",46625,60000,42500
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",45318,66923,39649
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",59901,85852,45304
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",37805,100703,33544
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",33944,81563,24524
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",34261,38818,32148
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",44265,48958,43566
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",53453,95469,48088
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",52623,83929,42500
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",33873,132917,32137
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",34643,108839,33304
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",47604,142972,46775
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",25747,-,24302
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",36289,132500,22768
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",29536,118281,26076
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",46645,128750,36121
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",41125,50000,39934
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",43938,68750,41071
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",26694,115446,23622
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",13630,134022,12859
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",17768,-,15741
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",79082,82309,44250
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",51084,62235,38893
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",61563,87321,46019
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",47955,86250,39040
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",57969,64342,51063
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",34493,66563,32135
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",-,-,-
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",36604,-,36439
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",32713,-,32530
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",36071,45729,35759
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",42417,91058,40500
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",16471,-,16385
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",29894,26927,35313
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",23210,102386,22712
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",46607,68500,39462
1400000US06037224701,"Census Tract 2247.01, Los Angeles County, California",32500,-,33250
1400000US06037224702,"Census Tract 2247.02, Los Angeles County, California",9722,-,9722
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",34444,59432,32245
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",37147,112788,32143
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",38438,-,37304
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",43464,63026,31200
1400000US06037226701,"Census Tract 2267.01, Los Angeles County, California",65192,81688,43450
1400000US06037226702,"Census Tract 2267.02, Los Angeles County, California",42217,64076,27750
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",44277,52917,44025
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",55917,56583,55250
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",55335,58917,45227
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",36214,76600,30000
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",45875,62716,42866
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",44115,75699,37401
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",43770,54444,36810
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",42337,85250,41033
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",43661,86042,38438
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",36842,59128,32976
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",53864,97375,36944
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",33704,48125,32731
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",49875,77096,40643
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",40955,54321,30141
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",27917,58832,-
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",53958,82292,46058
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",54481,100116,42134
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",43176,65859,35365
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",47406,90724,44167
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",45856,66157,37500
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",31271,47784,30179
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",32454,85326,31021
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",29461,92102,24799
1400000US06037231301,"Census Tract 2313.01, Los Angeles County, California",47310,49481,39688
1400000US06037231302,"Census Tract 2313.02, Los Angeles County, California",68281,88864,50996
1400000US06037231400,"Census Tract 2314, Los Angeles County, California",57717,98393,25556
1400000US06037231500,"Census Tract 2315, Los Angeles County, California",52946,84766,37763
1400000US06037231601,"Census Tract 2316.01, Los Angeles County, California",66081,55000,67095
1400000US06037231602,"Census Tract 2316.02, Los Angeles County, California",46683,52011,45101
1400000US06037231603,"Census Tract 2316.03, Los Angeles County, California",35048,81313,30063
1400000US06037231710,"Census Tract 2317.10, Los Angeles County, California",32301,-,32394
1400000US06037231720,"Census Tract 2317.20, Los Angeles County, California",45833,98594,37012
1400000US06037231800,"Census Tract 2318, Los Angeles County, California",35321,66250,31649
1400000US06037231901,"Census Tract 2319.01, Los Angeles County, California",35417,76917,31875
1400000US06037231902,"Census Tract 2319.02, Los Angeles County, California",40125,86310,25602
1400000US06037232110,"Census Tract 2321.10, Los Angeles County, California",36423,65881,34148
1400000US06037232120,"Census Tract 2321.20, Los Angeles County, California",44110,77273,38225
1400000US06037232200,"Census Tract 2322, Los Angeles County, California",60076,100469,32308
1400000US06037232300,"Census Tract 2323, Los Angeles County, California",63681,105924,39777
1400000US06037232401,"Census Tract 2324.01, Los Angeles County, California",49318,59147,32768
1400000US06037232402,"Census Tract 2324.02, Los Angeles County, California",50692,57308,34375
1400000US06037232500,"Census Tract 2325, Los Angeles County, California",49293,82125,28828
1400000US06037232601,"Census Tract 2326.01, Los Angeles County, California",43958,-,21976
1400000US06037232602,"Census Tract 2326.02, Los Angeles County, California",35052,49965,26009
1400000US06037232701,"Census Tract 2327.01, Los Angeles County, California",53036,84063,38500
1400000US06037232702,"Census Tract 2327.02, Los Angeles County, California",35114,78077,25724
1400000US06037232800,"Census Tract 2328, Los Angeles County, California",38897,108155,24948
1400000US06037234001,"Census Tract 2340.01, Los Angeles County, California",85757,91926,24856
1400000US06037234002,"Census Tract 2340.02, Los Angeles County, California",41462,-,32548
1400000US06037234200,"Census Tract 2342, Los Angeles County, California",85429,92188,53150
1400000US06037234301,"Census Tract 2343.01, Los Angeles County, California",65690,225560,54069
1400000US06037234302,"Census Tract 2343.02, Los Angeles County, California",40857,63520,38493
1400000US06037234501,"Census Tract 2345.01, Los Angeles County, California",61667,81563,52614
1400000US06037234502,"Census Tract 2345.02, Los Angeles County, California",45726,103879,-
1400000US06037234600,"Census Tract 2346, Los Angeles County, California",59569,87519,26157
1400000US06037234700,"Census Tract 2347, Los Angeles County, California",46125,69107,33662
1400000US06037234800,"Census Tract 2348, Los Angeles County, California",61278,64632,47933
1400000US06037234901,"Census Tract 2349.01, Los Angeles County, California",33699,66111,33425
1400000US06037234902,"Census Tract 2349.02, Los Angeles County, California",24253,98966,20256
1400000US06037235100,"Census Tract 2351, Los Angeles County, California",86700,95125,31366
1400000US06037235201,"Census Tract 2352.01, Los Angeles County, California",68828,77381,36645
1400000US06037235202,"Census Tract 2352.02, Los Angeles County, California",32083,63654,22875
1400000US06037236001,"Census Tract 2360.01, Los Angeles County, California",95400,99527,47219
1400000US06037236101,"Census Tract 2361.01, Los Angeles County, California",24773,87545,21157
1400000US06037236102,"Census Tract 2361.02, Los Angeles County, California",48796,89809,33958
1400000US06037236203,"Census Tract 2362.03, Los Angeles County, California",29676,-,30033
1400000US06037236204,"Census Tract 2362.04, Los Angeles County, California",32372,-,32372
1400000US06037236205,"Census Tract 2362.05, Los Angeles County, California",23882,-,23458
1400000US06037236206,"Census Tract 2362.06, Los Angeles County, California",42831,-,42831
1400000US06037236400,"Census Tract 2364, Los Angeles County, California",90102,128750,55673
1400000US06037237101,"Census Tract 2371.01, Los Angeles County, California",38750,63864,31316
1400000US06037237102,"Census Tract 2371.02, Los Angeles County, California",37500,66563,32262
1400000US06037237201,"Census Tract 2372.01, Los Angeles County, California",53294,76583,40938
1400000US06037237202,"Census Tract 2372.02, Los Angeles County, California",41792,67500,37962
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",57974,88375,19932
1400000US06037237401,"Census Tract 2374.01, Los Angeles County, California",54178,75469,38864
1400000US06037237402,"Census Tract 2374.02, Los Angeles County, California",67863,83571,33482
1400000US06037237500,"Census Tract 2375, Los Angeles County, California",31311,56250,28385
1400000US06037237600,"Census Tract 2376, Los Angeles County, California",41076,48108,33750
1400000US06037237710,"Census Tract 2377.10, Los Angeles County, California",39288,110682,31406
1400000US06037237720,"Census Tract 2377.20, Los Angeles County, California",35488,87031,29444
1400000US06037237800,"Census Tract 2378, Los Angeles County, California",49455,68563,28661
1400000US06037237900,"Census Tract 2379, Los Angeles County, California",51404,76510,20163
1400000US06037238000,"Census Tract 2380, Los Angeles County, California",65313,79601,37308
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",49847,80648,29821
1400000US06037238200,"Census Tract 2382, Los Angeles County, California",38557,54825,32857
1400000US06037238310,"Census Tract 2383.10, Los Angeles County, California",33317,73906,30750
1400000US06037238320,"Census Tract 2383.20, Los Angeles County, California",34628,63681,32872
1400000US06037238400,"Census Tract 2384, Los Angeles County, California",68212,83958,23788
1400000US06037239201,"Census Tract 2392.01, Los Angeles County, California",36687,60391,35316
1400000US06037239202,"Census Tract 2392.02, Los Angeles County, California",42332,78462,37969
1400000US06037239310,"Census Tract 2393.10, Los Angeles County, California",41121,40568,41201
1400000US06037239320,"Census Tract 2393.20, Los Angeles County, California",48716,64260,40036
1400000US06037239330,"Census Tract 2393.30, Los Angeles County, California",40293,64886,30938
1400000US06037239501,"Census Tract 2395.01, Los Angeles County, California",49085,52644,46734
1400000US06037239502,"Census Tract 2395.02, Los Angeles County, California",42621,62788,38235
1400000US06037239601,"Census Tract 2396.01, Los Angeles County, California",49286,81875,39153
1400000US06037239602,"Census Tract 2396.02, Los Angeles County, California",37500,72670,32377
1400000US06037239701,"Census Tract 2397.01, Los Angeles County, California",33775,73333,27241
1400000US06037239702,"Census Tract 2397.02, Los Angeles County, California",35809,53708,29110
1400000US06037239801,"Census Tract 2398.01, Los Angeles County, California",51833,77153,40125
1400000US06037239802,"Census Tract 2398.02, Los Angeles County, California",48674,82981,38800
1400000US06037240010,"Census Tract 2400.10, Los Angeles County, California",33144,63015,28023
1400000US06037240020,"Census Tract 2400.20, Los Angeles County, California",50521,71429,32443
1400000US06037240200,"Census Tract 2402, Los Angeles County, California",45579,64500,43341
1400000US06037240301,"Census Tract 2403.01, Los Angeles County, California",17096,14962,21815
1400000US06037240302,"Census Tract 2403.02, Los Angeles County, California",55604,56958,-
1400000US06037240401,"Census Tract 2404.01, Los Angeles County, California",38536,88922,32484
1400000US06037240402,"Census Tract 2404.02, Los Angeles County, California",40903,60913,23090
1400000US06037240500,"Census Tract 2405, Los Angeles County, California",37157,60625,28804
1400000US06037240600,"Census Tract 2406, Los Angeles County, California",50667,60221,40847
1400000US06037240700,"Census Tract 2407, Los Angeles County, California",44587,64861,41250
1400000US06037240800,"Census Tract 2408, Los Angeles County, California",41768,58824,25294
1400000US06037240901,"Census Tract 2409.01, Los Angeles County, California",52969,66116,-
1400000US06037240902,"Census Tract 2409.02, Los Angeles County, California",39375,54607,26951
1400000US06037241001,"Census Tract 2410.01, Los Angeles County, California",47907,65000,36216
1400000US06037241002,"Census Tract 2410.02, Los Angeles County, California",60962,86146,-
1400000US06037241110,"Census Tract 2411.10, Los Angeles County, California",57766,60833,46591
1400000US06037241120,"Census Tract 2411.20, Los Angeles County, California",25490,-,23205
1400000US06037241201,"Census Tract 2412.01, Los Angeles County, California",50750,71858,24167
1400000US06037241202,"Census Tract 2412.02, Los Angeles County, California",41458,90208,25714
1400000US06037241300,"Census Tract 2413, Los Angeles County, California",50417,80417,36146
1400000US06037241400,"Census Tract 2414, Los Angeles County, California",49375,85625,31010
1400000US06037242000,"Census Tract 2420, Los Angeles County, California",32857,66397,25202
1400000US06037242100,"Census Tract 2421, Los Angeles County, California",21992,-,22016
1400000US06037242201,"Census Tract 2422.01, Los Angeles County, California",33750,46696,31995
1400000US06037242202,"Census Tract 2422.02, Los Angeles County, California",25141,59453,15294
1400000US06037242300,"Census Tract 2423, Los Angeles County, California",31875,56597,25539
1400000US06037242600,"Census Tract 2426, Los Angeles County, California",16662,100417,15284
1400000US06037242700,"Census Tract 2427, Los Angeles County, California",41731,47419,26774
1400000US06037243001,"Census Tract 2430.01, Los Angeles County, California",66406,69651,49714
1400000US06037243002,"Census Tract 2430.02, Los Angeles County, California",56809,59492,29135
1400000US06037243100,"Census Tract 2431, Los Angeles County, California",27353,52039,25049
1400000US06037261102,"Census Tract 2611.02, Los Angeles County, California",164219,175511,-
1400000US06037261103,"Census Tract 2611.03, Los Angeles County, California",202266,232773,82378
1400000US06037261104,"Census Tract 2611.04, Los Angeles County, California",217396,215521,"250,000+"
1400000US06037261200,"Census Tract 2612, Los Angeles County, California",178750,187882,134920
1400000US06037262100,"Census Tract 2621, Los Angeles County, California","250,000+","250,000+",83125
1400000US06037262200,"Census Tract 2622, Los Angeles County, California",173472,219397,131290
1400000US06037262301,"Census Tract 2623.01, Los Angeles County, California",231188,232250,-
1400000US06037262302,"Census Tract 2623.02, Los Angeles County, California",200781,"250,000+",94063
1400000US06037262303,"Census Tract 2623.03, Los Angeles County, California","250,000+","250,000+",188676
1400000US06037262400,"Census Tract 2624, Los Angeles County, California","250,000+","250,000+",140978
1400000US06037262501,"Census Tract 2625.01, Los Angeles County, California",246750,"250,000+",98750
1400000US06037262601,"Census Tract 2626.01, Los Angeles County, California",201094,202422,161576
1400000US06037262604,"Census Tract 2626.04, Los Angeles County, California",187500,200438,-
1400000US06037262704,"Census Tract 2627.04, Los Angeles County, California",126528,155625,101563
1400000US06037262706,"Census Tract 2627.06, Los Angeles County, California",158625,238875,88750
1400000US06037262802,"Census Tract 2628.02, Los Angeles County, California",182042,214479,-
1400000US06037264000,"Census Tract 2640, Los Angeles County, California",196250,228804,169618
1400000US06037264102,"Census Tract 2641.02, Los Angeles County, California",107228,137333,91982
1400000US06037264103,"Census Tract 2641.03, Los Angeles County, California",126538,142344,123906
1400000US06037264303,"Census Tract 2643.03, Los Angeles County, California",116414,151223,113413
1400000US06037264304,"Census Tract 2643.04, Los Angeles County, California",97078,-,95466
1400000US06037264305,"Census Tract 2643.05, Los Angeles County, California",85493,80708,95742
1400000US06037264306,"Census Tract 2643.06, Los Angeles County, California",94313,154946,85804
1400000US06037265100,"Census Tract 2651, Los Angeles County, California",103750,153913,69178
1400000US06037265201,"Census Tract 2652.01, Los Angeles County, California",117798,161563,20972
1400000US06037265203,"Census Tract 2652.03, Los Angeles County, California",56656,91250,52953
1400000US06037265204,"Census Tract 2652.04, Los Angeles County, California",108295,166250,-
1400000US06037265301,"Census Tract 2653.01, Los Angeles County, California",-,-,-
1400000US06037265303,"Census Tract 2653.03, Los Angeles County, California",29375,225260,27974
1400000US06037265304,"Census Tract 2653.04, Los Angeles County, California",20343,-,20343
1400000US06037265306,"Census Tract 2653.06, Los Angeles County, California",15417,-,14861
1400000US06037265307,"Census Tract 2653.07, Los Angeles County, California",16772,-,16772
1400000US06037265410,"Census Tract 2654.10, Los Angeles County, California",105625,207375,73750
1400000US06037265420,"Census Tract 2654.20, Los Angeles County, California",200179,"250,000+",105750
1400000US06037265521,"Census Tract 2655.21, Los Angeles County, California",51014,-,50203
1400000US06037265522,"Census Tract 2655.22, Los Angeles County, California",77348,97083,76691
1400000US06037265523,"Census Tract 2655.23, Los Angeles County, California",63594,-,63833
1400000US06037265524,"Census Tract 2655.24, Los Angeles County, California",98906,108750,93214
1400000US06037265601,"Census Tract 2656.01, Los Angeles County, California",89844,117273,71308
1400000US06037265602,"Census Tract 2656.02, Los Angeles County, California",104375,102684,116554
1400000US06037265701,"Census Tract 2657.01, Los Angeles County, California",95357,-,48438
1400000US06037265702,"Census Tract 2657.02, Los Angeles County, California",91731,120991,77318
1400000US06037267101,"Census Tract 2671.01, Los Angeles County, California",107664,138316,89694
1400000US06037267102,"Census Tract 2671.02, Los Angeles County, California",106742,131750,94432
1400000US06037267201,"Census Tract 2672.01, Los Angeles County, California",97321,104205,74500
1400000US06037267202,"Census Tract 2672.02, Los Angeles County, California",106016,107734,101146
1400000US06037267300,"Census Tract 2673, Los Angeles County, California",79919,164716,78442
1400000US06037267403,"Census Tract 2674.03, Los Angeles County, California",93367,110893,87697
1400000US06037267404,"Census Tract 2674.04, Los Angeles County, California",93333,215417,83274
1400000US06037267405,"Census Tract 2674.05, Los Angeles County, California",99692,193167,98769
1400000US06037267406,"Census Tract 2674.06, Los Angeles County, California",97704,77169,121506
1400000US06037267502,"Census Tract 2675.02, Los Angeles County, California",84315,128571,76016
1400000US06037267503,"Census Tract 2675.03, Los Angeles County, California",131250,"250,000+",120602
1400000US06037267504,"Census Tract 2675.04, Los Angeles County, California",111383,158958,105769
1400000US06037267600,"Census Tract 2676, Los Angeles County, California",65531,60078,72333
1400000US06037267700,"Census Tract 2677, Los Angeles County, California",118333,135139,99007
1400000US06037267800,"Census Tract 2678, Los Angeles County, California",89246,107917,64375
1400000US06037267901,"Census Tract 2679.01, Los Angeles County, California",111299,131316,78875
1400000US06037267902,"Census Tract 2679.02, Los Angeles County, California",126063,195114,103614
1400000US06037269000,"Census Tract 2690, Los Angeles County, California",146118,148828,135915
1400000US06037269100,"Census Tract 2691, Los Angeles County, California",115452,176250,89659
